-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1610
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1601
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1641
-1,-1,-1,1720,1721,1722,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1646,1567,1567,1567,1567,-1,-1,-1,-1,-1,-1,-1,-1,1647,1648,-1,-1,-1,-1
-1,1720,1721,1764,1723,1802,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1687,1688,-1,-1,-1,-1
-1,1760,1761,1761,1762,-1,1647,1648,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1448,2442,2443,1448,-1,-1,-1,-1,1720,1721,1721,1722,-1,1567,-1,-1,-1,-1
-1,1760,1761,1761,1762,1567,1687,1688,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1488,2482,2483,1488,-1,-1,-1,-1,1760,1761,1761,1762,-1,-1,-1,-1,-1,-1
-1,1800,1724,1761,1762,1567,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1528,2522,2523,1528,-1,-1,-1,-1,1800,1724,1761,1762,-1,-1,-1,-1,-1,-1
-1,1720,1764,1761,1762,1567,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1567,1567,-1,-1,-1,-1,-1,-1,-1,-1,-1,1720,1764,1723,1802,-1,-1,-1,-1,-1,-1
-1,1800,1801,1724,1763,1721,1722,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1567,-1,-1,-1,-1,-1,-1,-1,-1,1720,1721,1764,1723,1802,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,1800,1724,1723,1802,-1,-1,-1,1440,1440,-1,-1,-1,-1,-1,-1,1567,1567,-1,-1,-1,-1,-1,1720,1721,1764,1761,1723,1802,-1,-1,1567,1567,-1,-1,-1,-1
-1,-1,-1,-1,1800,1802,-1,1567,1567,1567,1567,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1800,1724,1761,1723,1802,-1,-1,-1,-1,1567,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1760,1761,1762,1720,1721,1722,-1,1567,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1720,1721,1722,-1,1720,1721,1721,1721,1722,-1,-1,-1,-1,-1,-1,-1,1760,1761,1762,1760,1761,1762,-1,-1,-1,-1,-1,-1,-1
