1482,1482,1482,1482,1482,1482,1482,1482,1482,1482,1482,1482
1482,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1482
1482,2244,2130,2131,2132,2009,2010,-1,-1,-1,-1,1482
1482,2284,2170,2171,2172,2049,2050,-1,-1,-1,-1,1482
1482,-1,2210,2211,2212,-1,-1,-1,-1,-1,-1,1482
1482,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1482
1482,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1482
1482,-1,-1,-1,1893,2055,1895,-1,-1,-1,-1,1482
1482,-1,-1,-1,1933,1934,1935,-1,-1,-1,-1,1482
1482,-1,-1,-1,1973,1974,1975,-1,-1,-1,-1,1482
1482,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1482
1482,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1482
1482,-1,-1,-1,-1,-1,-1,-1,112,-1,-1,1482
1482,-1,-1,-1,-1,-1,-1,-1,113,-1,-1,1482
1482,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1482
1482,1482,1482,1482,1482,-1,-1,1482,1482,1482,1482,1482
1482,1482,1482,1482,1482,1482,1482,1482,1482,1482,1482,1482
