1482,1482,1482,1482,1482,1482,1482,1482,1482,1482,1482,1482
1482,1960,1962,1962,1962,1962,1962,1962,1962,1962,1960,1482
1482,2000,2002,2002,2002,2002,2002,2002,2002,2002,2000,1482
1482,2040,2042,2042,2042,2042,2042,2042,2042,2042,2040,1482
1482,1840,1840,1840,1840,1840,1840,1840,1840,1840,1840,1482
1482,1840,1840,1840,1840,1840,1840,1840,1840,1840,1840,1482
1482,1840,1840,1840,1840,1840,1840,1840,1840,1840,1840,1482
1482,1840,1840,1840,1840,1840,1840,1840,1840,1840,1840,1482
1482,1840,1840,1840,1840,1840,1840,1840,1840,1840,1840,1482
1482,1840,1840,1840,1840,1840,1840,1840,1840,1840,1840,1482
1482,1840,1840,1840,1840,1840,1840,1840,1840,1840,1840,1482
1482,1840,1840,1840,1840,1840,1840,1840,1840,1840,1840,1482
1482,1840,1840,1840,1840,1840,1840,1840,1840,2440,2441,1482
1482,1840,1840,1840,1840,1840,1840,1840,1840,2480,2481,1482
1482,1840,1840,1840,1840,1840,1840,1840,1840,1840,1840,1482
1482,1482,1482,1482,1482,1840,1840,1482,1482,1482,1482,1482
1482,1482,1482,1482,1482,1482,1482,1482,1482,1482,1482,1482
